style_code,mikesport_name,adidas_name,mikesport_price_usd,adidas_price_usd,price_diff_usd,cheaper_retailer,more_expensive_retailer,mikesport_on_sale,adidas_on_sale,any_sale,mikesport_sizes_available,adidas_sizes_available
ID8765,Adidas Galaxy 7 Women Running Shoes Black/White/Carbon,"Galaxy 7 Running Shoes, Black",79.0,80.0,-1.0,mikesport_lb,adidas_lb,False,False,False,36 EU | 36 2/3 EU | 37 1/3 EU | 38 EU | 38 2/3 EU | 39 1/3 EU | 40 EU | 40 2/3 EU | 41 1/3 EU,36 2/3 | 37 1/3 | 38 | 38 2/3 | 39 1/3 | 40 | 40 2/3 | 41 1/3
IH1363,Adidas Breaknet Sleek Women Sportswear Shoes White/Sand Strata,"Breaknet Sleek Shoes, White",79.0,80.0,-1.0,mikesport_lb,adidas_lb,False,False,False,36 2/3 EU | 37 1/3 EU | 38 EU | 38 2/3 EU | 39 1/3 EU | 40 EU | 40 2/3 EU | 41 1/3 EU,38 | 39 1/3
IS3808,Adidas Designed For Training Workout Men T-Shirt White,"Training Workout T-Shirt, White",60.0,61.0,-1.0,mikesport_lb,adidas_lb,False,False,False,2XL | L | M,XS | S | M | L | XL | 2XL
IT6382,Adidas Starlancer Club Unisex Football Lucid Lemon/Black,"Starlancer Club Football, Green",25.0,26.0,-1.0,mikesport_lb,adidas_lb,False,False,False,5,5
JC9667,Adidas Essentials Kids-Boys Sportswear Hoody Black/White,"Unisex Kids Essentials Hoodie, Black",60.0,61.0,-1.0,mikesport_lb,adidas_lb,False,False,False,7-8 Years | 9-10 Years | 11-12 Years | 13-14 Years,7-8 Yrs | 11-12 Yrs | 13-14 Yrs | 9-10 Yrs | 15-16 Yrs
JC9774,Adidas Essentials Kids Unisex Sportswear T-Shirt White/Black,"Unisex Kids Essentials T-Shirt, White",25.0,26.0,-1.0,mikesport_lb,adidas_lb,False,False,False,7-8 Years | 9-10 Years | 11-12 Years | 13-14 Years,7-8 Yrs | 13-14 Yrs | 9-10 Yrs
JG3589,Adidas Club 3 Stripes Men Tennis Short Black,"Club Tennis Climacool 3-Stripes Shorts, Black",60.0,61.0,-1.0,mikesport_lb,adidas_lb,False,False,False,S,S 7
JI2062,Adidas Gazelle Indoor Men Original Shoes Green/White/Gum,"Gazelle Indoor Shoes, Green",175.0,176.0,-1.0,mikesport_lb,adidas_lb,False,False,False,44 2/3 EU | 45 1/3 EU | 46 EU | 42 2/3 EU | 43 1/3 EU | 44 EU,36 2/3 | 37 1/3 | 38 | 38 2/3 | 39 1/3 | 40 | 40 2/3 | 42 | 42 2/3 | 43 1/3 | 44 | 44 2/3 | 45 1/3 | 46 | 46 2/3
JI4817,Adidas Kantai Trail Men Sportswear Shoes White/Putty Grey,"Kantai Trail Shoes, White",175.0,176.0,-1.0,mikesport_lb,adidas_lb,False,False,False,43 1/3 EU,40 2/3 | 41 1/3 | 42 2/3 | 43 1/3 | 44 | 44 2/3 | 45 1/3 | 46 2/3 | 47 1/3
JJ1066,Adidas Essentials Kids-Girls Sportswear T-Shirt White/Black,"Kids Train Essentials Regular Fit Logo Training T-Shirt, White",25.0,26.0,-1.0,mikesport_lb,adidas_lb,False,False,False,7-8 Years | 9-10 Years | 11-12 Years | 13-14 Years,5-6 Yrs | 7-8 Yrs | 11-12 Yrs | 13-14 Yrs | 9-10 Yrs | 170
JQ2610,Adidas Galaxy 7 Women Running Shoes White/Halo Mint/Lime,"Galaxy 7 Running Shoes, White",79.0,80.0,-1.0,mikesport_lb,adidas_lb,False,False,False,36 EU | 36 2/3 EU | 37 1/3 EU | 38 EU | 38 2/3 EU | 39 1/3 EU | 40 EU | 40 2/3 EU | 41 1/3 EU,36 2/3 | 37 1/3 | 38 | 38 2/3 | 39 1/3 | 40 | 40 2/3 | 41 1/3
JR0287,Adidas Adistar 4 Women Running Shoes Mint/Metallic,"Adistar 4 Running Shoes, Green",207.0,208.0,-1.0,mikesport_lb,adidas_lb,False,False,False,36 2/3 EU | 38 EU | 38 2/3 EU | 39 1/3 EU | 40 2/3 EU,37 1/3 | 38 | 38 2/3 | 39 1/3 | 40
JR0310,Adidas Adistar 4 Men Running Shoes Ink/Lime Burst,"Adistar 4 Running Shoes, Blue",207.0,208.0,-1.0,mikesport_lb,adidas_lb,False,False,False,42 EU,43 1/3 | 44
KI0740,Adidas Advantage Infant-Boys Sportswear Shoes Off White,"Kids Unisex Advantage Shoes, White",60.0,61.0,-1.0,mikesport_lb,adidas_lb,False,False,False,22 EU | 21 EU | 23 EU | 25 EU | 24 EU | 26 EU | 27 EU,22 | 23 | 24 | 25 | 26 | 27
